Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS▼,WS/48,,OBPM,DBPM,BPM,VORP
217,Wayne Ellington\ellinwa01,SG,33,DET,46,1012,12.2,0.625,0.814,0.104,1.3,8.1,4.7,10.2,0.9,0.8,8.5,16.7,,1.3,0.5,1.9,0.088,,1.1,-1.3,-0.2,0.5
218,Aaron Gordon\gordoaa01,PF,25,TOT,50,1384,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,,0.7,1.2,1.9,0.066,,0.2,-0.1,0.1,0.7
219,Tyrese Maxey\maxeyty01,SG,20,PHI,61,935,14.5,0.531,0.240,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23.0,,0.8,1.1,1.9,0.099,,-1.0,-0.5,-1.5,0.1
220,Onyeka Okongwu\okongon01,C,20,ATL,50,601,16.8,0.655,0.020,0.383,11.5,18.0,14.9,4.4,1.9,4.8,14.3,14.7,,1.1,0.8,1.9,0.155,,-2.2,0.8,-1.4,0.1
221,Jordan Poole\poolejo01,SG,21,GSW,51,988,15.1,0.581,0.582,0.251,1.6,8.2,5.0,15.4,1.2,0.8,8.8,25.0,,1.1,0.9,1.9,0.094,,0.7,-1.2,-0.5,0.4
222,Derrick White\whitede01,SG,26,SAS,36,1064,15.0,0.550,0.536,0.252,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.4,,1.0,0.9,1.9,0.085,,1.3,0.0,1.3,0.9
223,Mo Bamba\bambamo01,C,22,ORL,46,725,19.3,0.556,0.392,0.219,10.5,28.0,19.0,8.1,0.9,7.3,9.8,21.8,,0.7,1.1,1.8,0.117,,0.2,0.0,0.1,0.4
224,Kent Bazemore\bazemke01,SF,31,GSW,67,1333,10.6,0.564,0.469,0.199,2.1,16.0,9.1,11.1,2.4,2.2,16.1,16.3,,-0.2,2.1,1.8,0.065,,-2.9,1.7,-1.2,0.2
225,Oshae Brissett\brissos01,SF,22,IND,21,519,17.2,0.638,0.517,0.430,6.1,17.9,12.0,4.6,1.7,3.1,5.3,15.6,,1.2,0.6,1.8,0.165,,1.1,-0.5,0.6,0.3
226,Sterling Brown\brownst02,SG,25,HOU,51,1229,11.1,0.597,0.642,0.093,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,,1.0,0.8,1.8,0.071,,-1.6,0.0,-1.6,0.1
227,Larry Nance Jr.\nancela02,PF,28,CLE,35,1091,13.2,0.557,0.419,0.180,5.4,19.0,12.1,14.4,2.8,1.4,15.8,13.9,,0.5,1.3,1.8,0.080,,-1.4,1.8,0.4,0.7
228,Landry Shamet\shamela01,SG,23,BRK,61,1403,10.3,0.578,0.730,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,,1.2,0.6,1.8,0.063,,-1.0,-1.5,-2.4,-0.2
229,Anfernee Simons\simonan01,SG,21,POR,64,1104,12.3,0.589,0.703,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,,1.5,0.3,1.8,0.078,,0.6,-1.6,-1.0,0.3
230,Rudy Gay\gayru01,PF,34,SAS,63,1358,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,,0.0,1.7,1.7,0.059,,-0.1,0.0,-0.1,0.6
231,Tyler Herro\herroty01,SG,21,MIA,54,1635,13.3,0.543,0.425,0.167,1.8,16.7,9.4,18.0,1.1,1.1,11.9,23.5,,0.1,1.6,1.7,0.049,,-0.3,-1.0,-1.3,0.3
232,De'Andre Hunter\huntede01,SF,23,ATL,23,678,15.7,0.603,0.383,0.343,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,,1.2,0.6,1.7,0.123,,0.6,0.6,1.2,0.5
233,Andre Iguodala\iguodan01,SF,37,MIA,63,1339,9.2,0.519,0.734,0.153,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,,-0.1,1.8,1.7,0.062,,-2.2,1.8,-0.4,0.5
234,John Konchar\konchjo01,SG,24,MEM,43,575,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,,0.9,0.8,1.7,0.145,,-0.2,1.4,1.2,0.5
235,Wesley Matthews\matthwe02,SG,34,LAL,58,1130,7.2,0.517,0.782,0.163,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,,0.2,1.5,1.7,0.073,,-3.1,1.4,-1.7,0.1
236,Dario Šarić\saricda01,C,26,PHO,50,871,14.3,0.567,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,,0.7,1.0,1.7,0.093,,-1.4,-0.6,-2.0,0.0
237,Gary Trent Jr.\trentga02,SG,22,TOT,58,1802,12.1,0.534,0.546,0.135,1.6,7.7,4.6,6.6,1.5,0.5,4.9,20.9,,1.0,0.7,1.7,0.045,,-0.5,-1.7,-2.3,-0.1
238,Lou Williams\willilo02,PG,34,TOT,66,1423,14.0,0.519,0.268,0.268,1.7,8.9,5.4,23.4,1.6,0.4,13.0,25.7,,0.5,1.2,1.7,0.056,,-1.0,-1.5,-2.5,-0.2
239,Trevor Ariza\arizatr01,SF,35,MIA,30,841,11.9,0.542,0.593,0.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,,0.5,1.0,1.6,0.091,,-1.2,0.1,-1.1,0.2
240,Jevon Carter\carteje01,PG,25,PHO,60,717,12.2,0.548,0.677,0.031,2.6,11.8,7.3,13.0,2.0,1.1,6.6,15.0,,0.7,0.8,1.6,0.104,,-0.4,0.9,0.5,0.5
241,Hamidou Diallo\diallha01,SG-SF,22,TOT,52,1226,14.3,0.541,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12.0,22.2,,0.3,1.3,1.6,0.063,,-2.2,0.1,-2.1,0.0
242,Isaiah Hartenstein\harteis01,C,22,TOT,46,559,17.9,0.583,0.035,0.415,13.0,23.7,18.2,15.3,1.7,6.5,17.9,19.2,,0.7,0.9,1.6,0.134,,-2.4,1.5,-0.9,0.2
243,Al Horford\horfoal01,C,34,OKC,28,782,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,,0.8,0.9,1.6,0.101,,2.0,1.4,3.4,1.1
244,Damian Jones\jonesda03,C,25,TOT,39,547,14.6,0.712,0.049,0.563,7.3,17.4,12.3,7.0,1.0,4.6,16.8,12.3,,1.0,0.5,1.6,0.138,,-2.2,0.8,-1.4,0.1
245,Markieff Morris\morrima02,PF,31,LAL,61,1200,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,,-0.2,1.8,1.6,0.062,,-2.9,0.3,-2.6,-0.2
246,D'Angelo Russell\russeda01,PG,24,MIN,42,1196,17.6,0.555,0.475,0.229,1.4,8.9,5.0,33.6,1.8,1.3,13.5,29.1,,1.0,0.6,1.6,0.063,,3.3,-1.7,1.6,1.1
247,Jeff Teague\teaguje01,PG,32,TOT,55,950,12.3,0.562,0.289,0.370,1.7,8.3,5.1,18.3,1.7,1.2,16.2,17.7,,0.8,0.8,1.6,0.079,,-1.7,-0.5,-2.2,-0.1
248,Garrett Temple\templga01,SG,34,CHI,56,1528,8.2,0.525,0.525,0.131,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,,0.2,1.4,1.6,0.050,,-3.3,0.3,-3.1,-0.4
249,Goga Bitadze\bitadgo01,C,21,IND,45,561,16.3,0.523,0.407,0.314,11.7,17.3,14.5,8.9,0.8,8.7,7.1,18.1,,0.7,0.8,1.5,0.129,,-2.0,1.0,-1.0,0.1
250,Saben Lee\leesa01,PG,21,DET,48,781,13.8,0.536,0.110,0.424,2.8,11.1,6.9,33.2,2.0,1.5,18.1,17.0,,0.7,0.8,1.5,0.091,,-2.1,0.2,-2.0,0.0
251,Obi Toppin\toppiob01,PF,22,NYK,62,683,12.7,0.574,0.407,0.124,4.2,17.6,11.0,6.4,1.2,2.1,9.4,15.9,,0.5,1.0,1.5,0.109,,-1.4,0.7,-0.7,0.2
252,Devin Vassell\vassede01,SF,20,SAS,62,1056,10.6,0.524,0.495,0.168,2.4,15.4,8.8,7.1,2.0,1.4,6.3,14.3,,0.4,1.1,1.5,0.069,,-2.2,0.7,-1.5,0.1
253,Yuta Watanabe\watanyu01,SF,26,TOR,50,723,12.2,0.565,0.500,0.161,5.3,19.4,12.1,7.7,1.7,2.6,9.0,12.7,,0.7,0.8,1.5,0.102,,-1.1,0.5,-0.7,0.2
254,Marvin Bagley III\baglema01,PF,21,SAC,43,1112,16.3,0.554,0.220,0.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,,0.9,0.5,1.4,0.059,,-0.4,-2.7,-3.1,-0.3
255,Dillon Brooks\brookdi01,SF,25,MEM,67,1997,12.1,0.515,0.361,0.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,,-0.5,1.8,1.4,0.033,,-2.6,-1.1,-3.7,-0.9
256,Trey Burke\burketr01,PG,28,DAL,62,911,12.6,0.544,0.465,0.161,1.2,5.3,3.3,12.9,1.9,0.7,8.0,20.0,,0.7,0.7,1.4,0.071,,-1.4,-0.4,-1.8,0.0
257,George Hill\hillge01,PG,34,TOT,30,672,13.1,0.596,0.406,0.254,2.6,7.2,4.9,16.0,1.6,0.7,12.4,15.9,,0.9,0.6,1.4,0.100,,-1.0,-0.2,-1.2,0.1
258,Jaden McDaniels\mcdanja02,PF,20,MIN,63,1511,8.9,0.552,0.540,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,,0.5,0.9,1.4,0.046,,-3.3,-0.2,-3.5,-0.6
259,Edmond Sumner\sumneed01,SG,25,IND,53,861,12.7,0.626,0.312,0.294,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,,0.7,0.7,1.4,0.077,,-2.3,-0.5,-2.8,-0.2
260,Precious Achiuwa\achiupr01,PF,21,MIA,61,737,14.2,0.550,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4.0,13.5,19.5,,0.3,1.0,1.3,0.085,,-3.6,-0.5,-4.1,-0.4
261,Malik Beasley\beaslma01,SG,24,MIN,37,1214,14.6,0.570,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24.0,,0.9,0.4,1.3,0.053,,1.6,-1.8,-0.2,0.6
262,Goran Dragić\dragigo01,PG,34,MIA,50,1337,13.0,0.552,0.440,0.220,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,,0.2,1.2,1.3,0.048,,-1.1,-1.3,-2.3,-0.1
263,Solomon Hill\hillso01,PF,29,ATL,71,1513,6.7,0.498,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,,0.1,1.2,1.3,0.040,,-3.0,0.5,-2.5,-0.2
264,Ty Jerome\jeromty01,SG,23,OKC,33,788,13.4,0.585,0.585,0.118,1.3,10.8,6.0,23.7,1.2,0.7,13.5,18.8,,0.9,0.4,1.3,0.079,,0.1,-0.8,-0.7,0.3
265,Mike Muscala\muscami01,C,29,OKC,35,645,14.7,0.599,0.689,0.135,3.0,18.4,10.6,7.0,0.6,1.5,6.9,20.0,,0.9,0.4,1.3,0.096,,0.9,-1.0,-0.1,0.3
266,David Nwaba\nwabada01,SF,28,HOU,30,679,14.4,0.557,0.289,0.312,6.0,12.8,9.3,6.9,2.1,2.8,6.4,16.6,,0.7,0.6,1.3,0.094,,-1.4,0.6,-0.8,0.2
267,Chuma Okeke\okekech01,PF,22,ORL,45,1133,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10.0,14.5,,0.3,1.0,1.3,0.056,,-1.9,0.5,-1.5,0.1
268,Josh Okogie\okogijo01,SG,22,MIN,59,1197,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7.0,2.1,2.0,12.5,12.1,,0.5,0.8,1.3,0.051,,-3.7,0.3,-3.3,-0.4
269,Otto Porter Jr.\porteot01,SF-PF,27,TOT,28,606,14.5,0.552,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,,0.6,0.7,1.3,0.101,,0.0,0.0,0.0,0.3
270,Austin Rivers\riverau01,SG,28,TOT,36,845,9.9,0.551,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,,0.4,0.9,1.3,0.072,,-2.2,0.3,-1.9,0.0
271,Isaiah Roby\robyis01,PF,22,OKC,61,1425,11.9,0.555,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19.0,17.7,,-0.3,1.5,1.3,0.043,,-3.7,0.4,-3.3,-0.5
272,Rajon Rondo\rondora01,PG,34,TOT,45,770,13.2,0.544,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,,0.5,0.8,1.3,0.081,,-0.5,0.3,-0.2,0.4
273,Deni Avdija\avdijde01,SF,20,WAS,54,1257,7.6,0.515,0.538,0.144,1.9,20.2,11.0,6.3,1.2,1.0,9.0,12.0,,0.0,1.2,1.2,0.046,,-3.6,0.4,-3.1,-0.4
274,DeAndre' Bembry\bembrde01,SF,26,TOR,51,972,11.2,0.570,0.232,0.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,,0.1,1.1,1.2,0.059,,-3.2,1.4,-1.9,0.0
275,DeMarcus Cousins\couside01,C,30,TOT,41,713,16.4,0.537,0.443,0.266,8.0,32.7,20.0,16.3,2.3,3.0,15.8,24.5,,0.0,1.2,1.2,0.079,,-1.2,1.6,0.4,0.4
276,Darius Garland\garlada01,PG,21,CLE,54,1790,14.2,0.547,0.332,0.165,1.4,6.8,4.0,30.9,1.8,0.3,16.0,24.9,,0.3,0.9,1.2,0.033,,0.0,-2.1,-2.1,-0.1
277,Frank Jackson\jacksfr01,PG,22,DET,40,738,13.2,0.598,0.512,0.256,2.2,10.8,6.5,7.9,1.0,0.1,9.4,21.3,,0.7,0.4,1.2,0.076,,-0.1,-1.6,-1.7,0.1
278,James Johnson\johnsja01,PF,33,TOT,51,1043,11.4,0.510,0.367,0.232,3.4,15.1,9.3,12.9,2.0,3.8,13.2,17.1,,-0.1,1.3,1.2,0.055,,-2.7,1.5,-1.2,0.2
279,Jalen McDaniels\mcdanja01,SF,23,CHO,47,904,11.4,0.554,0.370,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17.0,,0.3,0.9,1.2,0.062,,-2.8,-0.4,-3.2,-0.3
280,Jordan McLaughlin\mclaujo01,PG,24,MIN,51,938,12.0,0.502,0.380,0.124,2.3,10.4,6.2,28.0,2.6,0.6,16.7,13.7,,0.6,0.6,1.2,0.062,,-2.0,0.2,-1.7,0.1
281,Mychal Mulder\muldemy01,PG,26,GSW,60,766,10.8,0.613,0.808,0.083,1.1,7.1,4.2,4.8,0.7,1.4,5.5,16.2,,0.6,0.6,1.2,0.075,,-0.6,-1.2,-1.8,0.0
282,Semi Ojeleye\ojelese01,PF,26,BOS,56,950,8.3,0.553,0.715,0.145,3.6,13.7,8.6,5.1,0.9,0.0,8.2,11.6,,0.7,0.6,1.2,0.063,,-1.7,-0.7,-2.4,-0.1
283,Patrick Patterson\pattepa01,PF,31,LAC,38,582,10.9,0.571,0.679,0.103,3.8,10.5,7.2,6.7,1.2,1.2,6.0,14.0,,0.7,0.5,1.2,0.101,,-0.4,-0.1,-0.6,0.2
284,Moritz Wagner\wagnemo01,C,23,TOT,45,722,12.5,0.580,0.397,0.380,3.9,17.7,10.7,9.7,1.7,2.2,13.9,18.1,,0.5,0.8,1.2,0.082,,-2.7,0.2,-2.6,-0.1
285,LaMarcus Aldridge\aldrila01,C,35,TOT,26,674,15.7,0.556,0.270,0.159,3.0,15.8,9.4,11.0,0.8,3.7,7.9,22.2,,0.5,0.6,1.1,0.080,,-0.2,-0.2,-0.3,0.3
286,Dewayne Dedmon\dedmode01,C,31,MIA,16,210,24.5,0.735,0.077,0.415,15.5,31.0,23.4,9.6,2.1,3.0,14.5,19.3,,0.7,0.4,1.1,0.256,,1.2,0.5,1.7,0.2
287,PJ Dozier\doziepj01,SG,24,DEN,50,1088,10.4,0.501,0.420,0.186,3.7,15.3,9.5,11.2,1.4,2.0,10.7,17.2,,0.1,1.1,1.1,0.051,,-2.3,-0.4,-2.6,-0.2
288,Javonte Green\greenja02,SF-SG,27,TOT,41,473,12.1,0.610,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,,0.5,0.6,1.1,0.107,,-2.2,1.7,-0.5,0.2
289,Juancho Hernangómez\hernaju01,PF,25,MIN,52,900,12.1,0.549,0.562,0.324,5.2,20.0,12.3,5.6,1.0,0.7,7.3,17.2,,0.6,0.5,1.1,0.060,,-1.1,-1.8,-2.9,-0.2
290,Nassir Little\littlna01,PF,20,POR,48,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,,0.9,0.2,1.1,0.082,,-1.1,-1.6,-2.7,-0.1
291,Cody Martin\martico01,SF,25,CHO,52,849,10.6,0.500,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,,0.2,0.9,1.1,0.061,,-2.7,0.7,-2.0,0.0
292,Aaron Nesmith\nesmiaa01,SF,21,BOS,46,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,,0.5,0.6,1.1,0.076,,-2.8,-0.4,-3.2,-0.2
293,Ish Smith\smithis01,PG,32,WAS,44,924,11.6,0.473,0.165,0.111,2.5,14.6,8.6,24.7,1.6,1.2,11.6,15.8,,0.2,0.9,1.1,0.056,,-2.1,0.5,-1.5,0.1
294,Grant Williams\willigr01,PF,22,BOS,63,1138,7.5,0.546,0.522,0.206,4.7,12.8,8.7,7.4,1.4,2.0,17.2,12.3,,0.1,1.0,1.1,0.046,,-4.0,0.3,-3.7,-0.5
295,Aron Baynes\baynear01,C,34,TOR,53,980,10.5,0.503,0.339,0.135,9.4,21.7,15.3,7.0,0.8,2.3,12.5,16.2,,0.1,0.9,1.0,0.049,,-3.4,-1.1,-4.5,-0.6
296,Thomas Bryant\bryanth01,C,23,WAS,10,271,18.7,0.704,0.231,0.264,7.1,16.8,11.9,8.2,0.7,2.5,9.8,17.2,,0.7,0.2,1.0,0.171,,1.4,-0.6,0.9,0.2
297,Stanley Johnson\johnsst04,PF,24,TOR,61,1006,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12.0,2.5,1.8,17.4,13.4,,-0.1,1.1,1.0,0.048,,-3.8,1.2,-2.5,-0.1
298,Boban Marjanović\marjabo01,C,32,DAL,33,271,22.6,0.562,0.066,0.311,19.3,32.7,26.0,5.9,0.4,2.1,8.0,24.6,,0.7,0.3,1.0,0.183,,1.9,-2.6,-0.8,0.1
299,JaVale McGee\mcgeeja01,C,33,TOT,46,678,17.0,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,,-0.1,1.1,1.0,0.068,,-3.3,0.8,-2.5,-0.1
300,Malik Monk\monkma01,SG,22,CHO,42,878,13.6,0.569,0.531,0.180,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,,0.5,0.5,1.0,0.054,,0.2,-2.0,-1.8,0.0
301,Elfrid Payton\paytoel01,PG,26,NYK,63,1484,11.7,0.478,0.158,0.172,4.7,11.0,7.9,21.6,1.6,0.6,13.3,23.2,,-0.9,1.9,1.0,0.032,,-2.9,-0.1,-3.0,-0.4
302,Taurean Prince\princta02,PF,26,TOT,41,905,12.1,0.540,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,,0.2,0.8,1.0,0.052,,-1.2,-0.6,-1.8,0.0
303,Mike Scott\scottmi01,PF,32,PHI,51,852,6.8,0.492,0.735,0.057,1.4,13.8,7.8,6.1,1.4,1.5,8.1,11.9,,-0.1,1.1,1.0,0.058,,-3.2,0.3,-2.8,-0.2
304,P.J. Tucker\tuckepj01,PF,35,TOT,52,1356,5.5,0.510,0.672,0.158,3.9,12.3,8.0,5.7,1.4,1.3,17.4,7.2,,0.1,0.9,1.0,0.034,,-4.6,0.5,-4.1,-0.7
305,Ryan Arcidiacono\arcidry01,PG,26,CHI,44,450,9.8,0.541,0.573,0.171,1.2,15.1,8.3,16.3,1.0,0.0,7.4,13.1,,0.5,0.4,0.9,0.093,,-2.6,0.3,-2.3,0.0
306,Nemanja Bjelica\bjeline01,PF,32,TOT,37,595,12.9,0.554,0.434,0.260,5.4,18.5,11.9,16.2,1.2,0.8,13.1,18.4,,0.5,0.3,0.9,0.071,,-1.4,-0.8,-2.2,0.0
307,Langston Galloway\gallola01,SG,29,PHO,40,438,12.1,0.605,0.578,0.156,1.8,8.9,5.4,8.0,0.9,0.0,7.6,17.3,,0.6,0.3,0.9,0.096,,-0.1,-0.8,-0.9,0.1
308,Freddie Gillespie\gillefr01,PF,23,TOR,20,392,13.4,0.563,0.000,0.393,11.4,16.0,13.6,3.2,1.6,5.1,10.9,12.2,,0.5,0.5,0.9,0.116,,-3.1,-0.1,-3.2,-0.1
309,Alize Johnson\johnsal02,PF,24,BRK,18,189,23.5,0.638,0.088,0.191,16.6,35.0,26.3,10.9,1.3,2.3,10.9,19.1,,0.6,0.3,0.9,0.227,,2.7,0.0,2.7,0.2
310,Kira Lewis Jr.\lewiski01,PG,19,NOP,54,904,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2.0,1.0,8.6,18.3,,0.2,0.6,0.9,0.045,,-3.2,-0.2,-3.4,-0.3
311,Kevin Love\loveke01,PF,32,CLE,25,622,15.1,0.556,0.619,0.202,3.0,31.2,16.7,16.0,1.3,0.3,12.2,21.9,,0.3,0.6,0.9,0.073,,0.9,-0.9,-0.1,0.3
312,Naji Marshall\marshna01,SF,23,NOP,32,700,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,,0.2,0.7,0.9,0.061,,-2.1,0.8,-1.3,0.1
313,Zeke Nnaji\nnajize01,PF,20,DEN,42,397,11.3,0.615,0.567,0.144,4.0,14.5,9.3,3.3,1.0,1.0,6.0,12.9,,0.6,0.3,0.9,0.104,,-0.6,-1.1,-1.7,0.0
314,Isaac Okoro\okorois01,SG,20,CLE,67,2173,7.9,0.514,0.383,0.281,3.4,7.3,5.3,8.6,1.4,1.0,12.0,14.3,,-0.1,1.0,0.9,0.020,,-4.2,-0.9,-5.1,-1.7
315,Miye Oni\onimi01,SG,23,UTA,54,519,6.4,0.517,0.889,0.061,4.9,11.9,8.6,6.8,1.0,1.2,13.6,9.8,,0.2,0.7,0.9,0.081,,-3.0,1.3,-1.7,0.0
316,Eric Paschall\pascher01,PF,24,GSW,40,695,13.4,0.561,0.181,0.315,4.3,15.1,9.8,11.4,0.8,0.9,11.2,23.5,,0.2,0.7,0.9,0.062,,-1.8,-0.9,-2.7,-0.1
317,Terrence Ross\rosste01,SG,29,ORL,46,1347,13.2,0.530,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,,-0.1,1.0,0.9,0.030,,-1.4,-0.8,-2.3,-0.1
318,Max Strus\strusma01,SF,24,MIA,39,507,12.1,0.597,0.791,0.128,1.1,8.0,4.6,7.3,1.1,0.4,3.9,18.3,,0.6,0.3,0.9,0.088,,-0.5,-1.7,-2.2,0.0
319,Brad Wanamaker\wanambr01,PG,31,TOT,61,1053,9.5,0.489,0.284,0.338,1.8,8.8,5.3,22.5,1.9,1.0,17.1,16.9,,-0.2,1.0,0.9,0.039,,-4.4,0.3,-4.0,-0.5
320,Hassan Whiteside\whiteha01,C,31,SAC,36,546,19.2,0.566,0.004,0.353,12.2,31.8,21.9,5.6,0.8,7.1,13.4,23.5,,0.3,0.6,0.9,0.081,,-1.8,-0.4,-2.2,0.0
321,Tyler Cook\cookty01,SF-PF,23,TOT,32,438,12.8,0.659,0.019,0.340,7.0,17.2,12.1,5.9,0.9,0.4,15.1,13.9,,0.5,0.3,0.8,0.090,,-2.2,-0.9,-3.0,-0.1
322,Ed Davis\davised01,C,31,MIN,23,299,13.1,0.487,0.000,0.273,16.1,26.0,20.8,9.0,2.1,3.8,12.4,7.9,,0.5,0.4,0.8,0.135,,-3.3,1.1,-2.2,0.0
323,Terence Davis\daviste02,SG,23,TOT,61,1074,12.7,0.555,0.586,0.121,2.0,14.1,7.9,11.4,2.0,1.2,11.6,21.8,,0.1,0.8,0.8,0.038,,-0.9,-0.9,-1.7,0.1
324,Anthony Edwards\edwaran01,SG,19,MIN,72,2314,13.9,0.523,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27.0,,-0.6,1.4,0.8,0.017,,-0.4,-1.7,-2.1,-0.1
