Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS▼,WS/48,,OBPM,DBPM,BPM,VORP
325,Malachi Flynn\flynnma01,PG,22,TOR,47,928,10.9,0.484,0.494,0.165,1.1,13.0,6.9,21.4,2.0,0.8,10.5,19.0,,0.0,0.8,0.8,0.041,,-2.5,-0.2,-2.6,-0.1
326,Eric Gordon\gordoer01,SG,32,HOU,27,789,14.4,0.577,0.572,0.311,1.0,7.1,3.9,14.6,0.8,1.5,10.9,25.2,,0.6,0.2,0.8,0.048,,0.7,-1.7,-1.1,0.2
327,Donta Hall\halldo01,PF,23,ORL,13,179,22.3,0.731,0.000,0.971,13.5,22.8,18.0,9.4,1.4,5.1,13.8,14.0,,0.6,0.2,0.8,0.223,,0.9,0.6,1.6,0.2
328,Skylar Mays\mayssk01,SG,23,ATL,33,269,16.8,0.569,0.408,0.255,4.2,10.0,7.1,16.4,2.6,0.7,7.6,19.1,,0.5,0.3,0.8,0.140,,1.2,0.7,1.9,0.3
329,Alfonzo McKinnie\mckinal01,SF,28,LAL,39,258,15.5,0.604,0.419,0.194,9.6,13.9,11.8,3.6,1.3,0.0,4.7,17.8,,0.5,0.3,0.8,0.156,,0.3,-0.8,-0.4,0.1
330,Nickeil Alexander-Walker\alexani01,SG,22,NOP,46,1007,12.5,0.522,0.478,0.144,1.4,14.1,7.8,14.7,2.2,2.1,12.4,23.2,,-0.3,1.0,0.7,0.035,,-1.4,0.1,-1.3,0.2
331,Thanasis Antetokounmpo\antetth01,SF,28,MIL,57,551,10.3,0.523,0.212,0.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,,0.0,0.6,0.7,0.057,,-3.7,0.2,-3.5,-0.2
332,Amir Coffey\coffeam01,SG,23,LAC,44,394,10.1,0.585,0.544,0.369,2.9,9.4,6.3,7.4,1.3,0.0,11.1,15.1,,0.4,0.3,0.7,0.085,,-1.9,-0.1,-2.0,0.0
333,Trent Forrest\forretr01,PG,22,UTA,30,302,11.2,0.554,0.366,0.268,4.0,11.1,7.7,19.9,1.5,1.1,20.9,14.3,,0.3,0.4,0.7,0.106,,-2.5,1.2,-1.3,0.1
334,Gary Harris\harriga01,SG,26,TOT,39,1080,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,,0.2,0.6,0.7,0.033,,-2.8,-1.3,-4.2,-0.6
335,Jaren Jackson Jr.\jacksja02,C,21,MEM,11,258,18.0,0.551,0.480,0.336,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,,0.2,0.5,0.7,0.123,,-0.7,0.7,0.1,0.1
336,Tyler Johnson\johnsty01,SG,28,BRK,39,684,8.2,0.546,0.721,0.115,1.0,10.9,6.2,8.7,1.0,0.0,8.1,13.3,,0.4,0.3,0.7,0.049,,-2.4,-1.0,-3.4,-0.2
337,Luke Kornet\kornelu01,C-PF,25,TOT,31,348,13.3,0.511,0.584,0.059,4.4,17.0,10.7,9.5,0.6,8.5,6.3,13.7,,0.2,0.5,0.7,0.095,,-0.8,1.6,0.8,0.3
338,Jake Layman\laymaja01,SF,26,MIN,45,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,,0.2,0.5,0.7,0.051,,-2.2,0.2,-2.1,0.0
339,Abdel Nader\naderab01,SF,27,PHO,24,355,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19.0,,0.3,0.4,0.7,0.095,,-1.0,1.0,0.0,0.2
340,Jaylen Nowell\nowelja01,SG,21,MIN,42,759,12.3,0.528,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,,0.3,0.4,0.7,0.044,,-1.5,-1.4,-2.8,-0.2
341,J.J. Redick\redicjj01,SG,36,TOT,44,723,9.9,0.564,0.667,0.195,0.6,9.0,4.8,9.7,0.7,0.4,11.0,19.2,,0.4,0.3,0.7,0.045,,-1.4,-2.1,-3.5,-0.3
342,Denzel Valentine\valende01,SG,27,CHI,62,1036,10.1,0.479,0.582,0.041,2.6,18.3,10.5,14.0,1.4,0.6,9.0,19.5,,-0.4,1.1,0.7,0.032,,-2.2,-0.4,-2.7,-0.2
343,James Wiseman\wisemja01,C,19,GSW,39,836,13.1,0.552,0.103,0.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,,-0.4,1.2,0.7,0.042,,-4.0,-1.0,-5.0,-0.6
344,Anthony Gill\gillan01,PF,28,WAS,26,218,13.7,0.597,0.400,0.267,7.8,17.0,12.4,6.7,2.1,1.5,10.7,14.2,,0.3,0.3,0.6,0.123,,-1.6,0.3,-1.3,0.0
345,Maurice Harkless\harklma01,PF-SF,27,TOT,37,772,8.1,0.527,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,,0.2,0.4,0.6,0.038,,-3.8,0.1,-3.7,-0.3
346,Isaiah Joe\joeis01,SG,21,PHI,41,383,9.5,0.533,0.797,0.180,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,,0.2,0.4,0.6,0.078,,-2.0,-1.0,-3.0,-0.1
347,Kevin Knox\knoxke01,SF,21,NYK,42,464,9.1,0.537,0.622,0.140,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,,0.0,0.6,0.6,0.065,,-1.7,0.4,-1.4,0.1
348,Trey Lyles\lylestr01,PF,25,SAS,23,358,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,,0.3,0.3,0.6,0.085,,-1.3,-0.5,-1.8,0.0
349,Nicolò Melli\mellini01,PF,30,TOT,45,566,7.9,0.441,0.603,0.177,5.6,17.9,11.8,9.8,1.2,0.5,7.3,12.5,,0.1,0.5,0.6,0.048,,-3.5,0.0,-3.5,-0.2
350,Chimezie Metu\metuch01,C,23,SAC,36,488,14.5,0.571,0.207,0.240,7.0,18.7,12.7,8.2,1.4,3.1,12.8,20.0,,0.3,0.3,0.6,0.061,,-2.2,-1.3,-3.6,-0.2
351,Darius Miller\milleda01,SF,30,OKC,18,197,15.9,0.685,0.875,0.250,1.0,11.8,6.3,15.4,3.1,2.3,13.1,13.2,,0.4,0.2,0.6,0.156,,0.8,2.7,3.6,0.3
352,Jahlil Okafor\okafoja01,C,25,DET,27,347,13.1,0.644,0.088,0.235,7.3,13.9,10.6,6.1,0.8,1.3,15.7,16.8,,0.3,0.3,0.6,0.082,,-2.5,-0.7,-3.2,-0.1
353,Paul Reed\reedpa01,PF,21,PHI,26,177,21.2,0.540,0.077,0.103,19.0,18.9,19.0,11.0,2.7,6.6,12.8,22.7,,0.2,0.4,0.6,0.162,,-1.8,0.8,-1.0,0.0
354,Dennis Smith Jr.\smithde03,PG,23,TOT,23,420,13.6,0.492,0.400,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19.0,,0.1,0.5,0.6,0.070,,-1.1,1.5,0.4,0.3
355,Paul Watson\watsopa01,SF,26,TOR,27,297,10.9,0.649,0.780,0.098,1.4,15.7,8.3,8.2,1.0,1.0,9.5,13.7,,0.4,0.2,0.6,0.096,,-0.8,-0.6,-1.3,0.1
356,Dwayne Bacon\bacondw01,SG,25,ORL,72,1853,9.9,0.490,0.285,0.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,,-0.3,0.9,0.5,0.013,,-3.7,-1.4,-5.1,-1.5
357,Jarrell Brantley\brantja01,PF,24,UTA,28,138,16.6,0.605,0.538,0.038,7.2,13.3,10.4,16.1,2.5,1.2,13.1,19.0,,0.3,0.2,0.5,0.172,,0.6,1.6,2.2,0.1
358,Troy Brown Jr.\browntr01,SF,21,TOT,34,524,8.5,0.525,0.486,0.146,4.2,17.4,10.8,7.2,0.9,1.0,12.1,14.0,,0.0,0.5,0.5,0.043,,-3.3,-0.6,-4.0,-0.3
359,Gabriel Deck\deckga01,PF,25,OKC,10,212,16.1,0.548,0.224,0.328,7.8,11.9,9.8,17.3,1.8,0.0,7.3,16.6,,0.4,0.1,0.5,0.120,,0.0,-0.4,-0.4,0.1
360,Tacko Fall\fallta01,C,25,BOS,19,136,19.6,0.660,0.000,0.517,13.0,29.7,21.3,3.1,0.4,13.7,14.4,13.2,,0.2,0.3,0.5,0.177,,-1.7,2.9,1.2,0.1
361,Harry Giles\gilesha01,C,22,POR,38,348,12.4,0.496,0.237,0.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,,0.1,0.4,0.5,0.069,,-3.2,0.2,-2.9,-0.1
362,Josh Green\greenjo02,SG,20,DAL,39,445,8.8,0.490,0.269,0.247,7.0,12.3,9.7,8.3,1.8,0.6,14.2,11.9,,0.1,0.4,0.5,0.050,,-3.7,0.1,-3.6,-0.2
363,Jaylen Hoard\hoardja01,SF,21,OKC,19,320,13.4,0.547,0.125,0.466,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,,0.2,0.3,0.5,0.070,,-2.2,-0.3,-2.5,0.0
364,Danuel House Jr.\houseda01,SF,27,HOU,36,932,9.1,0.525,0.574,0.232,2.0,13.6,7.5,10.6,1.0,1.5,10.7,15.3,,0.0,0.5,0.5,0.026,,-2.8,-0.7,-3.5,-0.3
365,Caleb Martin\martica02,SF,25,CHO,53,818,9.5,0.465,0.488,0.250,4.0,14.8,9.3,11.5,2.2,1.5,10.4,16.7,,-0.4,0.9,0.5,0.030,,-3.6,0.2,-3.4,-0.3
366,Rodney McGruder\mcgruro01,SG,29,DET,16,194,16.1,0.619,0.343,0.114,4.5,8.1,6.3,13.6,2.0,0.4,8.7,18.1,,0.3,0.2,0.5,0.121,,0.7,0.0,0.7,0.1
367,Sam Merrill\merrisa01,SG,24,MIL,30,233,11.9,0.603,0.653,0.056,2.8,10.4,6.8,11.4,1.6,0.4,11.9,15.0,,0.3,0.2,0.5,0.102,,-0.7,-0.3,-1.0,0.1
368,Frank Ntilikina\ntilila01,PG,22,NYK,33,322,7.7,0.512,0.608,0.228,2.0,8.3,5.2,8.1,2.8,1.2,11.2,13.6,,0.0,0.5,0.5,0.070,,-4.2,2.5,-1.7,0.0
369,Cedi Osman\osmande01,SF,25,CLE,59,1510,10.3,0.488,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,,-0.5,1.0,0.5,0.014,,-2.3,-0.9,-3.2,-0.5
370,Khyri Thomas\thomakh01,SG,24,HOU,5,153,21.3,0.586,0.409,0.136,4.7,8.0,6.3,26.9,2.8,3.5,7.9,21.1,,0.4,0.1,0.5,0.164,,2.5,-0.1,2.4,0.2
371,Dylan Windler\windldy01,SF,24,CLE,31,513,10.8,0.567,0.592,0.208,4.3,19.5,11.7,9.4,1.8,2.1,18.4,14.8,,0.0,0.5,0.5,0.045,,-2.0,0.3,-1.7,0.0
372,R.J. Hampton\hamptrj01,SG-PG,19,TOT,51,888,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1.0,13.2,19.6,,-0.3,0.7,0.4,0.021,,-2.6,-1.2,-3.8,-0.4
373,Ersan İlyasova\ilyaser01,PF,33,UTA,17,148,12.1,0.578,0.759,0.093,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7,,0.1,0.3,0.4,0.122,,-2.5,1.7,-0.9,0.0
374,Tre Jones\jonestr01,PG,21,SAS,37,269,12.1,0.544,0.064,0.244,3.1,5.2,4.2,20.0,1.4,0.0,13.1,16.1,,0.2,0.1,0.4,0.066,,-2.2,-1.3,-3.5,-0.1
375,Nathan Knight\knighna01,PF,23,ATL,33,279,13.9,0.499,0.330,0.550,10.8,17.3,14.1,4.0,1.6,3.2,10.8,21.7,,0.1,0.3,0.4,0.070,,-2.6,-1.0,-3.7,-0.1
376,Kelan Martin\martike03,SF,25,IND,35,322,13.9,0.551,0.435,0.072,6.1,20.1,13.1,7.5,1.5,2.5,10.1,20.9,,0.1,0.4,0.4,0.066,,-1.1,-1.3,-2.4,0.0
377,E'Twaun Moore\mooreet01,SG,31,PHO,27,389,10.4,0.523,0.289,0.116,4.2,8.9,6.6,13.7,1.9,1.2,15.3,17.2,,0.0,0.4,0.4,0.049,,-3.1,0.2,-2.9,-0.1
378,Jordan Nwora\nworajo01,SF,22,MIL,30,274,16.1,0.586,0.459,0.185,3.6,18.9,11.5,3.6,2.7,2.3,14.1,26.0,,0.0,0.4,0.4,0.068,,-0.7,-0.4,-1.1,0.1
379,Victor Oladipo\oladivi01,SG,28,TOT,33,1080,14.3,0.512,0.415,0.240,1.2,15.1,8.0,22.8,2.0,1.2,11.5,28.5,,-0.6,1.0,0.4,0.017,,-0.9,-0.8,-1.7,0.1
380,Justin Patton\pattoju01,C,23,HOU,13,247,11.6,0.488,0.486,0.057,5.8,15.8,10.6,8.1,2.3,5.1,5.3,13.0,,0.1,0.3,0.4,0.076,,-3.6,1.4,-2.2,0.0
381,Cam Reddish\reddica01,SF,21,ATL,26,750,9.3,0.488,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,,-0.3,0.7,0.4,0.026,,-3.3,0.1,-3.2,-0.2
382,Lamar Stevens\stevela01,PF,23,CLE,40,499,10.5,0.521,0.184,0.375,5.3,16.6,10.8,7.4,1.7,2.3,12.7,15.8,,0.0,0.5,0.4,0.043,,-4.2,0.0,-4.2,-0.3
383,Lonnie Walker IV\walkelo01,SG,22,SAS,60,1522,9.8,0.523,0.463,0.115,1.0,10.1,5.4,9.6,0.9,0.8,9.2,20.1,,-0.5,0.9,0.4,0.012,,-2.3,-1.4,-3.7,-0.7
384,Tremont Waters\watertr01,PG,23,BOS,26,238,14.6,0.541,0.452,0.202,2.3,7.5,4.9,36.4,3.1,0.4,22.8,21.4,,0.2,0.2,0.4,0.080,,0.4,-0.1,0.3,0.1
385,Keita Bates-Diop\bateske01,SF,25,SAS,30,245,12.0,0.518,0.254,0.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,,0.1,0.3,0.3,0.068,,-2.3,0.4,-1.9,0.0
386,Armoni Brooks\brookar01,SG,22,HOU,20,520,10.4,0.565,0.818,0.063,2.0,12.4,7.0,8.7,1.1,0.9,10.0,17.9,,0.1,0.2,0.3,0.030,,-1.1,-2.1,-3.2,-0.2
387,Devontae Cacok\cacokde01,PF,24,LAL,20,98,17.2,0.576,0.000,0.379,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,,0.1,0.2,0.3,0.142,,-1.5,0.4,-1.0,0.0
388,Vlatko Čančar\cancavl01,PF,23,DEN,41,281,9.7,0.547,0.458,0.181,4.5,15.7,10.1,6.4,1.9,0.7,15.3,14.2,,0.0,0.3,0.3,0.053,,-2.6,0.0,-2.6,0.0
389,Chris Chiozza\chiozch01,PG,25,BRK,22,232,12.9,0.461,0.477,0.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21.0,,0.1,0.2,0.3,0.063,,-0.1,-0.6,-0.7,0.1
390,Mamadi Diakite\diakima01,PF,24,MIL,14,141,12.3,0.477,0.200,0.350,6.2,18.7,12.7,7.0,2.3,3.8,6.1,14.6,,0.1,0.2,0.3,0.102,,-3.3,0.9,-2.4,0.0
391,Luguentz Dort\dortlu01,SG,21,OKC,52,1543,10.1,0.513,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10.0,21.7,,-0.6,1.0,0.3,0.011,,-2.6,-0.9,-3.5,-0.6
392,Carsen Edwards\edwarca01,SG,22,BOS,31,276,10.2,0.527,0.568,0.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,,0.1,0.2,0.3,0.051,,-3.2,-1.3,-4.5,-0.2
393,Cristiano Felício\feliccr01,C,28,CHI,18,84,14.7,0.574,0.154,1.231,13.3,20.9,17.2,13.6,2.3,0.0,16.6,12.4,,0.2,0.1,0.3,0.151,,-1.1,1.2,0.1,0.0
394,Yogi Ferrell\ferreyo01,PG,27,TOT,10,136,14.4,0.459,0.491,0.158,4.1,11.4,7.8,22.9,2.5,2.0,4.7,20.7,,0.1,0.2,0.3,0.099,,-0.5,0.8,0.2,0.1
395,Robert Franks\frankro01,PF,24,ORL,7,101,16.5,0.638,0.536,0.464,6.0,8.5,7.2,7.4,1.4,2.7,5.6,15.3,,0.3,0.1,0.3,0.158,,0.7,-0.8,-0.2,0.0
396,Wenyen Gabriel\gabriwe01,PF,23,NOP,21,241,9.8,0.533,0.533,0.283,9.0,15.3,12.2,5.9,1.8,3.1,18.2,14.4,,0.0,0.3,0.3,0.052,,-3.2,-0.1,-3.3,-0.1
397,Jalen Harris\harrija01,SG,22,TOR,13,172,15.2,0.632,0.500,0.125,1.9,9.9,5.8,16.0,2.3,0.0,15.6,22.6,,0.1,0.1,0.3,0.079,,0.5,-0.3,0.3,0.1
398,Rondae Hollis-Jefferson\holliro01,PF,26,POR,11,107,14.4,0.539,0.056,0.889,10.7,15.4,13.0,15.7,0.9,3.4,7.4,10.9,,0.3,0.1,0.3,0.147,,-1.1,1.2,0.1,0.1
399,DaQuan Jeffries\jeffrda01,SG,23,TOT,31,493,7.9,0.514,0.558,0.067,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,,0.0,0.2,0.3,0.027,,-3.6,-1.1,-4.7,-0.3
400,Louis King\kinglo02,SF,21,SAC,6,85,21.2,0.600,0.324,0.176,6.4,17.2,11.8,15.4,4.0,3.0,9.8,20.6,,0.2,0.1,0.3,0.160,,2.3,2.5,4.9,0.1
401,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,58,1050,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,,-0.3,0.7,0.3,0.015,,-3.2,-1.2,-4.4,-0.6
402,Thon Maker\makerth01,C,23,CLE,8,76,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,,0.2,0.1,0.3,0.174,,-0.3,1.1,0.7,0.1
403,Juwan Morgan\morgaju01,PF,23,UTA,29,147,8.5,0.529,0.433,0.233,6.8,13.1,10.1,8.0,1.3,0.6,10.8,10.9,,0.1,0.2,0.3,0.105,,-3.5,1.2,-2.3,0.0
404,Svi Mykhailiuk\mykhasv01,SF-SG,23,TOT,66,1324,10.4,0.529,0.621,0.099,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20.0,,-0.8,1.1,0.3,0.010,,-1.9,-0.7,-2.6,-0.2
405,Daniel Oturu\oturuda01,C,21,LAC,30,161,12.5,0.471,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,,0.0,0.2,0.3,0.081,,-4.1,-1.1,-5.2,-0.1
406,Jabari Parker\parkeja01,PF,25,TOT,13,165,14.7,0.593,0.200,0.236,6.7,21.8,14.2,9.9,0.3,2.8,14.1,18.5,,0.2,0.1,0.3,0.089,,-0.9,0.0,-0.9,0.0
407,Gary Payton II\paytoga02,PG,28,GSW,10,40,29.2,0.847,0.308,0.308,5.4,23.6,14.6,4.1,7.0,2.2,6.3,16.8,,0.2,0.1,0.3,0.331,,1.0,8.2,9.2,0.1
408,Glenn Robinson III\robingl02,SF,27,SAC,23,369,9.0,0.554,0.444,0.232,3.3,10.4,6.8,7.0,0.5,0.7,9.2,14.0,,0.3,0.0,0.3,0.033,,-1.9,-2.2,-4.0,-0.2
409,JaKarr Sampson\sampsja02,PF,27,IND,29,316,10.9,0.533,0.133,0.257,9.3,17.1,13.2,1.8,0.3,3.6,10.7,19.0,,0.0,0.3,0.3,0.044,,-5.2,-2.3,-7.5,-0.4
410,D.J. Wilson\wilsodj01,PF,24,TOT,35,433,11.5,0.511,0.518,0.149,4.8,23.2,13.7,7.9,1.2,3.3,10.9,19.7,,-0.2,0.5,0.3,0.032,,-2.7,-0.6,-3.3,-0.1
411,Jordan Bone\bonejo01,PG,23,ORL,14,196,8.9,0.519,0.593,0.000,2.0,11.0,6.4,13.6,0.5,0.0,5.3,12.6,,0.1,0.1,0.2,0.045,,-3.0,-1.2,-4.2,-0.1
412,Vernon Carey Jr.\careyve01,C,19,CHO,19,115,11.7,0.563,0.194,0.306,5.6,20.1,12.7,2.6,0.4,4.3,10.9,17.2,,0.0,0.1,0.2,0.066,,-4.4,-1.7,-6.1,-0.1
413,Quinn Cook\cookqu01,PG,27,TOT,23,157,12.7,0.531,0.382,0.118,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,,0.1,0.1,0.2,0.061,,-1.0,-0.2,-1.2,0.0
414,Devon Dotson\dotsode01,PG,21,CHI,11,50,19.3,0.548,0.333,0.000,4.5,6.6,5.5,21.4,3.9,0.0,0.0,18.2,,0.1,0.1,0.2,0.177,,-0.1,2.2,2.1,0.1
415,Brandon Goodwin\goodwbr01,PG,25,ATL,47,620,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,,-0.2,0.4,0.2,0.013,,-2.5,-0.6,-3.1,-0.2
416,Shaquille Harrison\harrish01,SG,27,TOT,34,333,6.8,0.416,0.205,0.282,2.4,13.7,8.1,9.5,2.5,1.5,11.1,12.9,,-0.2,0.4,0.2,0.030,,-5.5,1.5,-4.1,-0.2
417,Aaron Holiday\holidaa01,PG,24,IND,66,1176,9.2,0.503,0.417,0.190,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,,-0.6,0.8,0.2,0.009,,-3.3,-0.9,-4.2,-0.7
418,Justin Jackson\jacksju01,SF,25,TOT,34,577,10.4,0.516,0.529,0.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,,-0.1,0.3,0.2,0.018,,-2.3,-1.2,-3.5,-0.2
419,Mason Jones\jonesma05,SG,22,TOT,32,334,12.1,0.556,0.537,0.520,2.2,16.0,8.8,18.9,1.0,0.3,16.1,23.0,,0.0,0.2,0.2,0.028,,-1.4,-1.2,-2.7,-0.1
420,Mfiondu Kabengele\kabenmf01,PF,23,TOT,39,280,9.5,0.486,0.562,0.225,4.7,19.4,12.0,8.7,1.4,4.1,13.3,17.7,,-0.2,0.3,0.2,0.026,,-4.3,0.1,-4.3,-0.2
421,Anthony Lamb\lamban01,SF,23,HOU,24,415,8.7,0.523,0.602,0.178,6.7,11.5,9.0,7.9,0.7,1.1,13.0,15.0,,0.1,0.1,0.2,0.023,,-3.4,-2.7,-6.1,-0.4
422,Nico Mannion\mannini01,PG,19,GSW,30,364,9.3,0.487,0.526,0.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,,-0.2,0.4,0.2,0.029,,-3.4,-0.5,-3.9,-0.2
423,Dakota Mathias\mathida01,SG,25,PHI,8,123,9.8,0.474,0.542,0.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,,0.0,0.1,0.2,0.061,,-1.5,-1.0,-2.6,0.0
424,Sean McDermott\mcderse01,SF,24,MEM,18,158,7.2,0.534,0.667,0.242,4.0,8.8,6.4,3.1,0.6,1.7,9.9,10.8,,0.1,0.1,0.2,0.050,,-3.1,-1.2,-4.3,-0.1
425,Ben McLemore\mclembe01,SG,27,TOT,53,905,8.5,0.523,0.767,0.145,1.7,10.5,6.0,6.4,1.2,0.9,9.8,20.4,,-0.5,0.7,0.2,0.013,,-2.7,-1.2,-3.9,-0.4
426,Cameron Oliver\oliveca01,SF,24,HOU,4,87,17.2,0.619,0.394,0.121,5.9,20.5,12.9,9.6,1.1,4.1,7.9,18.5,,0.1,0.1,0.2,0.114,,-1.0,-1.0,-2.0,0.0
427,Norvel Pelle\pelleno01,C,27,TOT,13,84,11.6,0.567,0.000,0.400,8.1,16.5,12.4,3.0,0.6,10.0,14.5,10.8,,0.1,0.1,0.2,0.112,,-4.5,1.9,-2.6,0.0
428,Reggie Perry\perryre01,PF,20,BRK,26,211,11.0,0.466,0.269,0.167,14.9,22.9,19.1,9.0,1.4,2.5,15.2,20.4,,-0.1,0.2,0.2,0.040,,-5.3,-1.4,-6.7,-0.2
429,Chris Silva\silvach01,PF,24,TOT,15,92,11.5,0.708,0.063,0.938,8.9,24.4,16.8,9.3,0.5,6.6,30.7,15.9,,0.1,0.1,0.2,0.101,,-6.7,1.1,-5.5,-0.1
430,Matt Thomas\thomama02,SG,26,TOT,45,326,9.1,0.522,0.630,0.110,2.3,12.2,7.3,8.6,0.6,0.0,9.5,19.5,,0.0,0.2,0.2,0.031,,-2.6,-2.0,-4.6,-0.2
431,Killian Tillie\tilliki02,C,22,MEM,18,182,8.5,0.461,0.579,0.193,3.5,10.6,7.0,5.6,1.3,4.0,3.1,14.8,,0.0,0.2,0.2,0.055,,-3.4,-0.3,-3.7,-0.1
432,Rayjon Tucker\tuckera01,PG,23,PHI,14,68,15.1,0.645,0.389,1.056,1.6,15.9,8.9,12.2,1.4,0.0,13.2,19.2,,0.1,0.1,0.2,0.166,,-3.0,-0.4,-3.4,0.0
